"x"	"y"	"Tayloria_serrata"	"Thuidium_assimile"	"Tortella_pseudofragilis"	"ddeg0"	"mind68"	"srad68"	"slope25"	"topos25"
"53"	2572399.1433	1119199.7206	0	0	0	12272.9423828125	598.470703125	24098.978515625	29.2673530578613	1.15803468227386
"54"	2576115.7258	1134220.9528	0	0	0	23648.88671875	7.50408601760864	30231.23046875	20.968225479126	-96.1049728393555
"55"	2572950.1338	1134924.3126	0	0	0	22014.67578125	3.66372275352478	29740.1796875	9.51925182342529	28.4522571563721
"56"	2570882.9879	1134939.0235	0	0	0	24314.2890625	-79.2723541259766	29120.29296875	22.8871994018555	-24.6648292541504
"57"	2570500.8225	1134776.3009	0	0	0	25853.984375	-145.820129394531	29535.04296875	17.2915821075439	-62.6017265319824
"58"	2570801.0524	1135748.795	0	0	0	22435.80859375	-31.6330757141113	29281.595703125	14.3132572174072	-38.9623336791992
"59"	2562926.1778	1133268.9851	0	0	0	29016.783203125	-326.306396484375	29814.5390625	14.8002710342407	39.9568557739258
"60"	2564607.9645	1133294.5335	0	0	0	24419.1484375	-56.682689666748	27016.265625	18.7426738739014	-21.9388790130615
"61"	2569772.6763	1134295.7668	0	0	0	27071.44921875	-137.99853515625	28445.0859375	27.456859588623	-79.7276153564453
"62"	2569189.7541	1133408.4336	0	0	0	26646.84765625	-181.874816894531	29490.80078125	17.0304107666016	-61.501579284668
"63"	2569920.8121	1133567.0104	0	0	0	28962.705078125	-204.481307983398	28940.91796875	20.6881523132324	-149.421112060547
"64"	2570524.8045	1133194.9157	0	0	0	25189.490234375	228.338455200195	22212.232421875	28.2454166412354	6.40484285354614
"65"	2572200.589	1133801.2357	0	1	0	24737.349609375	201.521545410156	23476.46484375	23.6618843078613	-43.6643981933594
"66"	2569399.6892	1131500.7565	0	0	0	28265.3125	-143.694076538086	28393.2578125	32.5210456848145	-19.4000110626221
"67"	2568324.8053	1130397.3276	0	0	0	26245.494140625	64.5250244140625	25193.318359375	26.3413009643555	76.0100326538086
"68"	2572981.9553	1133782.8484	0	0	0	25261.390625	217.058059692383	23224.146484375	24.8435935974121	-100.540344238281
"69"	2562698.6211	1134994.3843	0	0	0	20099.09375	244.313842773438	25377.0390625	23.787805557251	180.782318115234
"70"	2567203.3078	1121302.1182	0	0	0	37965.29296875	-454.047332763672	28455.4765625	2.9374144077301	-22.6286220550537
"71"	2566799.3368	1120793.4231	0	0	0	36844.74609375	-386.233947753906	27467.017578125	7.72800207138062	18.6072425842285
"72"	2567217.6233	1119962.4089	0	0	0	35955.18359375	-469.612365722656	29138.1015625	7.33139085769653	33.5704536437988
"73"	2567375.3364	1120135.1665	0	0	0	35769.90625	-414.656585693359	28274.00390625	7.07192420959473	39.4031829833984
"74"	2567739.4615	1119991.907	0	0	0	35136.79296875	-401.459655761719	28232.8984375	10.1249704360962	4.25486612319946
"75"	2567007.1444	1119417.1072	0	0	0	36690.67578125	-477.311553955078	28821.388671875	10.9795160293579	-10.4311904907227
"76"	2566921.4476	1119499.6773	0	0	0	36327.26171875	-439.0126953125	28271.77734375	11.9970207214355	18.9547348022461
"77"	2567397.3015	1119101.6429	0	0	0	37472.79296875	-462.569458007812	28148.845703125	5.7796425819397	-66.8131942749023
"78"	2568001.3244	1119898.7678	0	0	0	35465.37109375	-403.507476806641	28140.435546875	8.07225894927979	-54.034252166748
"79"	2567899.9408	1119898.2062	0	0	0	35136.79296875	-401.459655761719	28232.8984375	10.1249704360962	4.25486612319946
"80"	2568201.9634	1119602.3289	0	0	0	35776.61328125	-414.988189697266	28153.568359375	7.71976566314697	-87.2963638305664
"81"	2567795.868	1120798.2051	0	0	0	36109.76171875	-305.969573974609	26274.44921875	10.0265188217163	-6.70078086853027
"82"	2569402.7994	1124255.3968	0	0	0	31006.8515625	-329.438110351562	30073.5078125	28.5644397735596	18.8492984771729
"83"	2569700.6051	1124099.2706	0	0	0	30934.1640625	-322.172607421875	29986.8125	28.1870155334473	-20.4068984985352
"84"	2570000.025	1124099.6119	0	0	0	29731.896484375	-280.796142578125	29822.58203125	20.9553737640381	-16.4450244903564
"85"	2570601.5092	1126399.4243	0	0	0	25483.099609375	-150.195678710938	30050.017578125	18.7266731262207	-2.52584314346313
"86"	2568199.1877	1126923.4638	0	0	0	26247.52734375	-188.068115234375	30428.216796875	21.7292652130127	91.1045608520508
"87"	2568462.8134	1126714.835	0	0	0	27872.125	-234.824691772461	30425.814453125	19.5622577667236	24.6787700653076
"88"	2568699.3651	1126298.9897	0	1	0	31259.2734375	-270.322235107422	29368.94140625	21.2498245239258	-71.4130630493164
"89"	2568343.2988	1126100.0946	0	0	0	30396.23828125	-269.886596679688	29735.474609375	20.4012336730957	-20.9009380340576
"90"	2569599.4605	1121999.4724	0	0	0	26602.025390625	-82.6889495849609	26940.021484375	24.4074935913086	70.5228805541992
"91"	2571122.4981	1124203.0004	0	0	0	30545.52734375	-237.323532104492	28637.18359375	31.7052783966064	-114.966468811035
"92"	2571573.1105	1123826	0	1	0	29640.619140625	-217.772918701172	28651.076171875	26.9847145080566	-104.809204101562
"93"	2572997.0672	1122669.9799	0	1	0	26920.208984375	-159.10920715332	28774.64453125	5.4244065284729	-143.046035766602
"94"	2572945.4141	1123049.9792	0	1	0	26569.126953125	-188.963073730469	29663.228515625	19.0209560394287	-122.072769165039
"95"	2572198.7381	1124600.0514	0	1	0	26602.935546875	6.4300103187561	25967.25390625	21.3143405914307	-58.265552520752
"96"	2572681.9752	1125041.7817	0	1	0	25916.64453125	-35.7462425231934	27294.25	12.5748844146729	-96.0487899780273
"97"	2572202.5095	1124701.7128	0	0	0	26602.935546875	6.4300103187561	25967.25390625	21.3143405914307	-58.265552520752
"98"	2566898.7591	1128704.9746	0	0	0	30058.41015625	-255.100921630859	29710.5078125	21.1478862762451	-13.4815368652344
"99"	2567033.3263	1128732.9634	0	1	0	30032.82421875	-153.309936523438	27723.345703125	25.5031280517578	-77.0183639526367
"100"	2567443.2998	1128795.92499999	0	1	0	29253.908203125	-13.0662384033203	25325.33984375	27.7687606811523	-99.6941375732422
"101"	2569848.0637	1128505.0723	0	0	0	22480.9296875	-58.6331024169922	30452.626953125	17.9263648986816	-54.1229553222656
"102"	2573297.1372	1122711.8246	0	0	0	26750.0625	-143.072982788086	28551.283203125	4.95963191986084	-152.0341796875
"103"	2574338.9191	1120264.9366	0	0	0	20291.216796875	400.84765625	20980.9375	26.5095252990723	-190.799789428711
"104"	2574493.8254	1120197.7897	0	0	0	17144.439453125	655.702758789062	17761.08984375	53.444393157959	-70.0471267700195
"105"	2574300	1119800	0	1	0	18194.896484375	510.482421875	20217.921875	45.9681282043457	-49.996898651123
"106"	2571096.688	1120205.1392	0	0	0	17979.74609375	357.882995605469	23402.453125	23.4850902557373	-160.497970581055
"107"	2571275.3933	1120622.951	0	0	0	17768.40625	404.650329589844	22641.97265625	37.8802680969238	-27.485107421875
"108"	2570971.9841	1121569.0364	0	0	0	19138.42578125	223.39306640625	25590.65625	22.8581237792969	103.780433654785
"109"	2570875.0776	1121802.9905	0	0	0	19935.01171875	226.377044677734	24921.08203125	21.3422336578369	110.236747741699
"110"	2574725.0364	1121175.4195	0	1	0	18364.595703125	375.148376464844	23434.314453125	48.6313552856445	76.4345550537109
"111"	2570375.4895	1121675.136	0	0	0	19198.4296875	216.334228515625	25672.033203125	28.1166248321533	176.242492675781
"112"	2570709.9932	1122287.5764	0	0	0	21697.216796875	144.584838867188	25452.1484375	18.9899082183838	125.501342773438
"113"	2573600.04	1124274.2375	0	0	0	18156.720703125	271.899230957031	25905.923828125	16.7568893432617	138.300933837891
"114"	2577503.2217	1127204.6032	0	0	0	17213.21875	271.100219726562	28673.31640625	30.512300491333	-141.552459716797
"115"	2578429.2296	1126929.9267	1	0	1	16162.919921875	320.850982666016	28743.228515625	18.9031391143799	-138.13835144043
"116"	2578439.0637	1127104.0508	0	0	0	15046.6728515625	349.100799560547	29412.794921875	30.3532466888428	-131.96467590332
"117"	2578454.8555	1127133.8725	0	0	0	15046.6728515625	349.100799560547	29412.794921875	30.3532466888428	-131.96467590332
"118"	2578480.6942	1127198.9559	0	0	0	15046.6728515625	349.100799560547	29412.794921875	30.3532466888428	-131.96467590332
"119"	2578626.9149	1127191.4654	0	0	0	14232.373046875	429.081817626953	28475.576171875	35.0861892700195	-129.646438598633
"120"	2578224.5114	1126575.1139	0	0	0	14763.6376953125	423.532745361328	27332.181640625	11.0183067321777	6.65938711166382
"121"	2578037.838	1126409.0006	0	0	0	14763.6376953125	423.532745361328	27332.181640625	11.0183067321777	6.65938711166382
"122"	2577953.5468	1126367.463	0	0	0	14775.1787109375	463.692108154297	26210.201171875	14.5754413604736	97.6964797973633
"123"	2577876.8193	1126293.1467	1	0	0	14112.130859375	522.737731933594	25250.513671875	20.0181369781494	96.4137115478516
"124"	2579022.3726	1126207.708	0	0	0	14680.7294921875	455.993286132812	26768.1484375	14.9072179794312	-73.8479385375977
"125"	2578957.2354	1126397.5568	0	0	0	15065.2255859375	357.109497070312	28955.48828125	6.12239217758179	-105.351043701172
"126"	2579225.0232	1126601.599	0	0	0	14451.8955078125	357.970581054688	29844.013671875	12.1208066940308	-125.691558837891
"127"	2579713.2796	1126380.5197	0	0	0	14043.216796875	386.647888183594	29654.181640625	9.97531890869141	-94.2527847290039
"128"	2579850.9367	1126387.0533	0	0	0	13749.0810546875	412.028717041016	29468.74609375	9.46665000915527	-87.0219879150391
"129"	2579856.0752	1126390.8625	0	0	0	13749.0810546875	412.028717041016	29468.74609375	9.46665000915527	-87.0219879150391
"130"	2579966.3672	1126392.8233	0	0	0	13749.0810546875	412.028717041016	29468.74609375	9.46665000915527	-87.0219879150391
"131"	2580671.0965	1126348.2219	0	0	0	13312.794921875	426.358764648438	29967.1640625	7.02793407440186	-70.81298828125
"132"	2580710.0295	1126346.9455	0	0	0	13312.794921875	426.358764648438	29967.1640625	7.02793407440186	-70.81298828125
"133"	2580101.3854	1125999.6983	0	0	0	12943.73046875	464.290191650391	29138.13671875	9.20860576629639	4.81199026107788
"134"	2579801.1111	1125899.6165	0	0	0	13280.0400390625	531.669372558594	26755.6171875	17.0317115783691	-23.0601291656494
"135"	2579896.4671	1125666.4941	0	0	0	12956.607421875	507.407043457031	27739.98828125	10.9304218292236	4.27731227874756
"136"	2579975.3244	1125451.3923	0	0	0	12743.9013671875	534.279418945312	27190.875	17.4091930389404	6.35734462738037
"137"	2579498.3631	1126100.4591	0	0	0	14032.671875	430.895294189453	28381.470703125	9.17976188659668	-60.9783935546875
"138"	2579600.5889	1126198.4841	0	0	0	14032.671875	430.895294189453	28381.470703125	9.17976188659668	-60.9783935546875
"139"	2578097.1295	1126797.2609	1	0	0	15770.19140625	597.123291015625	22070.7890625	28.1297473907471	-41.3515701293945
"140"	2575300.0228	1124699.7929	0	0	0	16298.3388671875	386.014465332031	24977.224609375	16.6780605316162	82.0712051391602
"141"	2576498.0183	1125301.8667	0	0	0	17590.7421875	758.251708984375	15289.96875	37.8421745300293	-166.568969726562
"142"	2576485.0423	1125157.3866	0	0	0	17570.548828125	791.661804199219	14444.3115234375	42.6971588134766	-39.8308296203613
"143"	2575526.4145	1124591.0751	0	0	0	15649.146484375	419.921691894531	24886.45703125	23.0034503936768	65.9792175292969
"144"	2575302.9153	1124296.5263	0	0	1	14191.8271484375	503.453155517578	24063.23828125	30.7747611999512	143.091613769531
"145"	2575299.4944	1121901.5143	0	0	0	19487.2421875	695.932373046875	14704.39453125	41.7243919372559	-181.477569580078
"146"	2577001.7864	1125736.8176	0	0	0	18384.263671875	453.883056640625	22296.505859375	30.2377624511719	-126.583122253418
"147"	2577095.0181	1125562.8529	0	0	1	16681.28125	597.132751464844	20122.5234375	36.5362739562988	-84.6585311889648
"148"	2577191.1298	1125437.9397	0	0	0	16681.28125	597.132751464844	20122.5234375	36.5362739562988	-84.6585311889648
"149"	2577231.7775	1125336.8814	0	0	0	13636.2373046875	989.920471191406	12754.7109375	57.602367401123	43.7090339660645
"150"	2577903.232	1125558.8563	0	0	0	12996.3603515625	722.928161621094	20903.388671875	32.541259765625	103.01439666748
"151"	2579864.4481	1125055.2707	1	0	0	12395.76171875	488.021087646484	28721.13671875	10.599401473999	-34.8773078918457
"152"	2579899.227	1125101.442	1	0	0	12415.5439453125	531.012390136719	27669.04296875	18.5924701690674	30.6024188995361
"153"	2579935.0834	1124833.9295	0	0	0	11937.576171875	792.211120605469	20874.091796875	27.9857749938965	-168.023544311523
"154"	2579903.3409	1124812.1242	0	0	0	11937.576171875	792.211120605469	20874.091796875	27.9857749938965	-168.023544311523
"155"	2579838.7023	1124771.0051	0	0	0	11937.576171875	792.211120605469	20874.091796875	27.9857749938965	-168.023544311523
"156"	2579484.1069	1124505.0894	0	0	0	11173.5283203125	731.396240234375	23590.4453125	22.0674343109131	-77.5936431884766
"157"	2579281.4999	1124628.9744	0	0	0	11708.0830078125	593.861206054688	26651.107421875	17.3166522979736	18.3479061126709
"158"	2579398.2912	1124796.2071	0	0	0	11708.0830078125	593.861206054688	26651.107421875	17.3166522979736	18.3479061126709
"159"	2579842.3348	1125477.2779	1	0	0	12743.9013671875	534.279418945312	27190.875	17.4091930389404	6.35734462738037
"160"	2579503.1037	1125604.4841	0	0	0	12946.2509765625	487.4033203125	28190.75	16.7901134490967	49.6616287231445
"161"	2579321.0676	1125692.0886	0	0	0	13235.05078125	499.831359863281	27313.158203125	16.4318981170654	27.4675102233887
"162"	2579004.1478	1125798.7236	0	0	0	13415.9306640625	497.803985595703	27062.451171875	19.142894744873	60.4793395996094
"163"	2570652.631	1118626.3564	0	0	0	12870.7041015625	539.33447265625	24286.615234375	30.319787979126	170.8798828125
"164"	2570842.087	1118705.7757	0	0	0	13287.5400390625	576.970153808594	22604.1171875	28.6150684356689	65.974479675293
"165"	2571813.1839	1118214.1201	0	0	0	8744.30078125	801.147705078125	25431.115234375	29.5645313262939	152.345397949219
"166"	2572061.3393	1118574.6873	0	0	0	8805.474609375	823.921936035156	24277.72265625	41.7345504760742	162.566543579102
"167"	2571708.7741	1117300.2577	0	0	0	7824.58349609375	875.366577148438	25356.6875	31.5340156555176	151.891098022461
"168"	2571703.2916	1116898.8338	0	0	0	7242.17919921875	985.178466796875	23232.07421875	37.0425872802734	118.672676086426
"169"	2571601.9005	1116799.5592	0	0	0	6285.05419921875	1174.30407714844	19432.189453125	55.1855278015137	170.231384277344
"170"	2571583.003	1117803.3689	0	0	0	7616.55712890625	873.457214355469	25977.9921875	30.5259704589844	251.638229370117
"171"	2571301.05	1119198.0906	0	0	0	15056.5546875	470.981506347656	23558.294921875	36.6884651184082	-127.525466918945
"172"	2578934.5637	1124240.6203	0	0	0	11401.64453125	660.600891113281	24934.654296875	14.9597454071045	-16.3365077972412
"173"	2578985.1527	1124215.8924	0	0	0	11401.64453125	660.600891113281	24934.654296875	14.9597454071045	-16.3365077972412
"174"	2578998.5503	1124101.8233	0	0	0	10901.8251953125	715.707641601562	24428.18359375	33.7953071594238	-42.123664855957
"175"	2579126.3605	1124115.0448	0	0	0	10901.8251953125	715.707641601562	24428.18359375	33.7953071594238	-42.123664855957
"176"	2579132.8004	1124078.5473	0	0	0	10592.44921875	775.671630859375	23190.478515625	25.6999168395996	-92.0251846313477
"177"	2579229.4071	1124057.2721	0	0	0	10592.44921875	775.671630859375	23190.478515625	25.6999168395996	-92.0251846313477
"178"	2579098.1231	1123904.9008	0	0	0	10592.44921875	775.671630859375	23190.478515625	25.6999168395996	-92.0251846313477
"179"	2579169.1044	1123873.1095	0	0	0	10592.44921875	775.671630859375	23190.478515625	25.6999168395996	-92.0251846313477
"180"	2578998.1808	1123799.9315	0	0	0	10121.0390625	788.210388183594	23720.828125	20.6980991363525	-130.316925048828
"181"	2579011.8253	1123772.991	0	0	0	10121.0390625	788.210388183594	23720.828125	20.6980991363525	-130.316925048828
"182"	2578960.3282	1123706.4185	0	0	0	10351.8359375	686.736633300781	26179.255859375	12.07945728302	-10.0381021499634
"183"	2578943.5958	1123707.70669999	0	0	0	10351.8359375	686.736633300781	26179.255859375	12.07945728302	-10.0381021499634
"184"	2578929.4595	1123692.16299999	0	0	0	10351.8359375	686.736633300781	26179.255859375	12.07945728302	-10.0381021499634
"185"	2578822.8065	1123633.3416	0	0	0	10351.8359375	686.736633300781	26179.255859375	12.07945728302	-10.0381021499634
"186"	2578799.6121	1123596.349	0	0	0	10351.8359375	686.736633300781	26179.255859375	12.07945728302	-10.0381021499634
"187"	2578770.1191	1123460.3266	0	0	0	9942.22265625	811.626892089844	23332.87890625	21.4722442626953	-98.1874084472656
"188"	2578708.2047	1123582.2782	0	0	0	10123.8017578125	749.306091308594	24718.615234375	17.1827354431152	-150.636123657227
"189"	2578614.173	1123558.699	0	0	0	10123.8017578125	749.306091308594	24718.615234375	17.1827354431152	-150.636123657227
"190"	2578616.6623	1123647.2672	0	0	0	9987.1796875	754.163818359375	24818.82421875	27.9763126373291	82.343635559082
"191"	2578587.7946	1123645.594	0	0	0	9987.1796875	754.163818359375	24818.82421875	27.9763126373291	82.343635559082
"192"	2578564.0254	1123659.0269	0	0	0	9987.1796875	754.163818359375	24818.82421875	27.9763126373291	82.343635559082
"193"	2578505.9372	1123757.8354	0	0	0	9987.1796875	754.163818359375	24818.82421875	27.9763126373291	82.343635559082
"194"	2578728.1646	1124054.8771	0	0	0	10933.916015625	767.813720703125	22621.869140625	29.1538867950439	8.13538360595703
"195"	2578146.1675	1125630.0037	0	0	0	13060.7626953125	423.11376953125	29132.0078125	27.6500186920166	79.3293685913086
"196"	2578399.3	1126000.6	0	0	0	13314.33203125	586.932739257812	24589.513671875	29.1522083282471	95.6123809814453
"197"	2573894.0434	1118673.878	0	0	0	18109.501953125	463.317291259766	21108.236328125	22.451135635376	-155.653045654297
"198"	2573599.7001	1118504.0325	0	0	0	17366.783203125	613.218566894531	18105.130859375	25.1608428955078	-161.524688720703
"199"	2573103.526	1118598.5481	0	0	0	16336.7158203125	344.50537109375	25563.240234375	28.0253639221191	-124.7646484375
"200"	2573105.8962	1118601.2603	0	0	0	16336.7158203125	344.50537109375	25563.240234375	28.0253639221191	-124.7646484375
"201"	2572500.6342	1118400.0469	0	0	0	12897.01953125	552.961975097656	24365.134765625	35.6801910400391	-101.008567810059
"202"	2573152.6049	1117997.13679999	0	0	0	12688.599609375	677.932250976562	21623.923828125	23.5915794372559	-106.551834106445
"203"	2572098.3213	1118101.1227	0	0	0	8891.15625	761.477478027344	26112.34765625	35.4510803222656	147.046157836914
"204"	2575696.4467	1122695.7671	0	0	0	22064.41796875	66.3021926879883	27085.25390625	23.8603668212891	-175.899291992188
"205"	2577301.7171	1122199.2696	0	0	0	10919.1552734375	681.272399902344	24725.494140625	11.8921213150024	-68.7845840454102
"206"	2577498.3244	1122000.1499	0	0	0	9622.923828125	827.699340820312	23126.099609375	34.7046813964844	-112.918548583984
"207"	2577301.1517	1122003.5059	0	0	0	10546.01171875	741.036254882812	23756.6640625	19.4229583740234	-97.7269973754883
"208"	2577103.4991	1121999.4987	0	0	0	10477.94140625	738.727905273438	23792.763671875	16.0049991607666	13.5400629043579
"209"	2576994.0119	1121800.6324	0	0	0	10060.0986328125	767.57275390625	23797.234375	14.5747518539429	-74.5762405395508
"210"	2577209.2515	1121724.6142	0	0	0	10060.0986328125	767.57275390625	23797.234375	14.5747518539429	-74.5762405395508
"211"	2573199.8095	1119600.8016	0	0	0	15889.9716796875	298.703796386719	27290.451171875	20.0629749298096	-29.3757724761963
"212"	2572987.312	1120284.8403	0	0	0	13801.5546875	473.368896484375	25371.54296875	43.4783782958984	84.00390625
"213"	2572902.2379	1120546.1111	0	0	0	11348.0732421875	592.809936523438	26122.6015625	33.3147239685059	231.46403503418
"214"	2572299.3382	1120103.3009	0	0	0	13101.830078125	591.357116699219	23223.978515625	30.9597568511963	115.864395141602
"215"	2572324.7726	1119772.724	0	0	0	11363.669921875	648.334777832031	24217.828125	40.6412315368652	146.975708007812
"216"	2572098.7411	1119498.922	0	0	0	10158.720703125	801.914245605469	21961.072265625	41.8751983642578	239.448104858398
"217"	2578505.152	1123280.9649	0	0	0	9257.189453125	939.660461425781	20702.689453125	26.4153957366943	-10.8140602111816
"218"	2578471.7879	1123241.9774	0	0	0	9154.9951171875	875.377197265625	22806.404296875	24.9370727539062	-48.3591461181641
"219"	2578823.854	1123767.0495	0	0	0	10351.8359375	686.736633300781	26179.255859375	12.07945728302	-10.0381021499634
"220"	2578500.7432	1124402.2827	0	1	1	12539.8427734375	637.481384277344	23721.380859375	30.0356960296631	43.3023262023926
"221"	2577446.4175	1124251.7254	0	0	1	16788.720703125	292.288360595703	27078.541015625	12.5533885955811	-129.632629394531
"222"	2559727.5993	1148105.3806	0	0	0	21574.048828125	450.134155273438	28678.5	16.9160289764404	131.340240478516
"223"	2572430.6676	1131194.1223	0	0	0	17133.537109375	292.912567138672	26984.412109375	12.2168054580688	-72.1464157104492
"224"	2571250.5101	1131047.7964	0	0	0	14459.69921875	310.625061035156	28739.0703125	31.067419052124	-18.7126617431641
