"x"	"y"	"Tayloria_serrata"	"Thuidium_assimile"	"Tortella_pseudofragilis"	"ddeg0"	"mind68"	"srad68"	"slope25"	"topos25"
"225"	2571003.7384	1130794.1549	0	1	0	12995.1328125	496.461730957031	25583.794921875	31.1464977264404	180.100875854492
"226"	2572399.8352	1130098.8406	0	0	0	14562.24609375	396.096343994141	26896.330078125	14.4499320983887	102.518463134766
"227"	2572600.0131	1129999.9271	0	0	0	13975.28515625	330.652465820312	29241.068359375	16.5778789520264	166.217041015625
"228"	2572791.2808	1130001.0412	0	0	0	14124.1904296875	461.502990722656	25748.41796875	30.1286277770996	157.784210205078
"229"	2573075.8769	1130849.1519	0	0	0	16073.19140625	298.320556640625	28075.5703125	9.63145542144775	5.49017238616943
"230"	2572858.4045	1140979.8776	0	0	0	20640.384765625	248.242050170898	24947.0390625	21.1055660247803	-62.4263572692871
"231"	2571399.3104	1141299.9618	0	1	0	21147.0546875	126.37508392334	26598.69140625	14.144645690918	-26.301477432251
"232"	2570469.1997	1140697.99	0	1	0	21094.8125	164.500747680664	25583.107421875	20.2501182556152	-11.9020490646362
"233"	2570099.4745	1141295.1579	0	0	0	22579.11328125	-6.47158098220825	28266.30859375	8.83233165740967	-68.8157043457031
"234"	2570195.549	1140281.1909	0	0	0	21202.1328125	137.557266235352	26095.392578125	23.8589782714844	-52.8975563049316
"235"	2567495.4725	1138403.0005	0	0	0	20211.8203125	98.4733428955078	28340.275390625	6.20149421691895	-147.729690551758
"236"	2567445.961	1138626.3831	0	0	0	20301.419921875	142.478332519531	27730.12890625	11.5913648605347	-104.735298156738
"237"	2566927.1025	1138077.9749	0	0	0	17839.544921875	271.587707519531	26736.951171875	17.8168239593506	-21.1507720947266
"238"	2566805.7663	1138599.2816	0	0	0	19419.978515625	188.788436889648	27989.8671875	9.13403511047363	-46.0577278137207
"239"	2566360.2091	1138988.8668	0	0	0	20390.13671875	195.823104858398	27704.720703125	8.55775260925293	-105.601211547852
"240"	2565499.9281	1137700.0504	0	0	0	19295.333984375	195.492477416992	28421.494140625	13.1540298461914	-47.7999076843262
"241"	2564749.3105	1136623.9472	0	0	0	19644.9140625	230.321762084961	26936.337890625	16.2324180603027	-87.6863632202148
"242"	2564005.6819	1135995.3133	0	0	0	18253.779296875	186.275451660156	28844.232421875	13.6289234161377	52.0293922424316
"243"	2563672.7326	1134679.2159	0	1	0	18056.2890625	119.573921203613	28902.43359375	35.5697441101074	147.213851928711
"244"	2575699.3812	1127700.43620001	0	0	0	17701.25	387.594879150391	24795.708984375	19.2472763061523	-118.861694335938
"245"	2575927.922	1128449.8707	0	0	0	19474.25	249.405990600586	27018.53125	11.9885549545288	-126.717422485352
"246"	2576399.847	1128498.3931	0	0	0	18947.3125	352.769653320312	25341.443359375	13.4177360534668	-144.14013671875
"247"	2575301.1079	1128999.1704	0	0	0	19891.34375	97.2354202270508	30011.396484375	14.5530271530151	-97.9120864868164
"248"	2574207.2803	1130257.0766	1	0	0	15426.71484375	277.512237548828	29445.84375	15.4418172836304	66.8888702392578
"249"	2576750.9827	1129474.4125	1	0	0	15198.8583984375	588.630004882812	23490.6875	26.4616565704346	112.347427368164
"250"	2581297.137	1134227.9244	0	1	0	17475.53515625	320.964477539062	29412.650390625	11.9903593063354	-10.3294677734375
"251"	2572492.6262	1137664.1536	0	0	0	17340.0859375	175.575927734375	29259.490234375	15.4138116836548	16.6954574584961
"252"	2572196.527	1137698.5594	0	0	0	16203.505859375	181.723495483398	29875.951171875	22.8413257598877	31.4137477874756
"253"	2571491.3464	1136704.4497	0	0	0	17658.701171875	103.040405273438	30173.08203125	18.7404632568359	41.6041870117188
"254"	2571124.9589	1136374.7927	0	0	0	18543.544921875	66.2341003417969	30063.4375	24.0649299621582	36.0843315124512
"255"	2573001.5851	1137034.9805	0	0	0	21396.154296875	115.198226928711	27837.53125	12.8202800750732	-128.27897644043
"256"	2573769.4514	1138667.69	0	0	0	20215.83203125	128.605133056641	28755.845703125	3.98427081108093	-66.5157165527344
"257"	2576598.7497	1141304.4772	0	1	0	21013.013671875	462.984069824219	22022.734375	30.8147811889648	2.38530135154724
"258"	2576899.1829	1140896.9904	0	0	0	20366.14453125	475.951843261719	22311.083984375	28.9137535095215	10.552396774292
"259"	2578799.8628	1151400.8154	0	0	0	18875.625	193.287048339844	28155.109375	36.471263885498	-30.8567752838135
"260"	2578763.8519	1151606.4668	0	0	0	16707.88671875	286.476287841797	27660.236328125	37.409839630127	102.297729492188
"261"	2579103.4468	1152501.1112	0	0	0	14056.8046875	285.774200439453	30011.42578125	23.0243072509766	90.3998870849609
"262"	2580000.2471	1153748.88	0	0	0	14118.6689453125	327.944152832031	28496.33203125	24.338794708252	136.077972412109
"263"	2579861.4327	1153041.1689	0	0	0	16155.212890625	290.802612304688	27684.052734375	29.0137958526611	-45.7098731994629
"264"	2580306.1314	1152594.851	0	0	0	19869.982421875	248.458389282227	25911.728515625	31.6485843658447	-110.812889099121
"265"	2580303.1477	1151997.4151	0	1	0	20568.720703125	286.779571533203	24961.564453125	18.0513401031494	-129.854598999023
"266"	2569928.2292	1146296.4328	0	0	0	28240.197265625	46.1317749023438	24213.658203125	20.5921611785889	-139.393951416016
"267"	2570169.0489	1146008.7919	0	0	0	27747.6796875	253.856170654297	20149.44140625	29.8771572113037	-105.33740234375
"268"	2570226.6236	1145644.2767	0	1	0	26263.3984375	135.905197143555	23310.5390625	31.2819633483887	-112.02409362793
"269"	2569947.0136	1145601.9947	0	1	0	24862.029296875	365.887786865234	19424.14453125	35.2813491821289	-25.3957939147949
"270"	2570649.7596	1145878.7288	0	0	0	28304.18359375	-4.5321364402771	24893.2109375	24.4831047058105	-145.381866455078
"271"	2571280.0375	1145674.3293	0	0	0	27787.666015625	-62.5550346374512	26281.794921875	20.2598686218262	-97.4330139160156
"272"	2572072.9392	1144176.0528	0	0	0	20037.716796875	62.3977470397949	28778.38671875	35.2393226623535	60.292652130127
"273"	2572540.4087	1144901.7538	0	1	0	21896.720703125	277.574249267578	22935.083984375	29.800874710083	161.048797607422
"274"	2573528.3301	1145100.3316	0	0	0	26068.677734375	-41.993522644043	27732.345703125	26.1658115386963	-15.3705406188965
"275"	2573797.8598	1144702.0199	0	0	0	25393.23828125	-60.9635353088379	28727.599609375	8.70391845703125	-26.7496929168701
"276"	2574025.2087	1144176.4058	0	0	0	24943.263671875	89.2446136474609	25979.115234375	21.6711769104004	-92.5036697387695
"277"	2573801.6876	1144002.7483	0	0	0	23526.580078125	119.617370605469	26073.26171875	21.5843887329102	-62.879638671875
"278"	2573301.4595	1143804.1083	0	1	0	20949.30859375	236.912048339844	24914.533203125	22.1126747131348	6.3870849609375
"279"	2571003.5748	1146493.0669	0	0	0	25448.671875	-92.7197341918945	27979.712890625	25.9499568939209	62.2338829040527
"280"	2571051.1888	1146399.8669	0	1	0	25448.671875	-92.7197341918945	27979.712890625	25.9499568939209	62.2338829040527
"281"	2571098.2254	1146497.3743	0	0	0	25448.671875	-92.7197341918945	27979.712890625	25.9499568939209	62.2338829040527
"282"	2570871.1105	1147204.7726	0	0	0	24822.88671875	-104.666885375977	28663.9375	20.329984664917	18.7836208343506
"283"	2570749.313	1146998.3432	0	1	0	25800.71484375	-102.643112182617	27953.904296875	22.9430847167969	-54.583366394043
"284"	2571942.6744	1146126.129	0	0	0	28043.919921875	-223.324035644531	29527.19921875	17.0680236816406	-121.69457244873
"285"	2578146.8756	1147107.8636	0	0	0	25367.4140625	-24.10618019104	29572.904296875	19.6867389678955	-30.3179569244385
"286"	2578499.2184	1146998.7067	0	0	0	26055.640625	-32.8195915222168	29558.423828125	27.3241786956787	-78.2649230957031
"287"	2578843.4462	1146951.0532	0	0	0	26115.921875	-21.3159828186035	29325.607421875	24.1864757537842	-67.4229278564453
"288"	2579502.2819	1146799.2766	0	0	0	25355.873046875	318.064849853516	22942.251953125	28.0659141540527	-94.4069747924805
"289"	2580001.8181	1147096.7159	0	0	0	26427.486328125	109.299644470215	26788.216796875	12.5822696685791	-128.550155639648
"290"	2580305.2176	1147078.715	0	0	0	24263.9921875	419.539672851562	21518.9609375	31.3109149932861	-76.3951568603516
"291"	2581102.5772	1147496.4888	0	1	0	25321.326171875	237.93424987793	24835.025390625	19.968225479126	-93.99951171875
"292"	2576598.0793	1138495.4962	0	0	0	15825.7001953125	598.374938964844	23043.2421875	28.8926181793213	66.0879745483398
"293"	2577174.6558	1138099.918	0	0	0	14314.7451171875	607.167846679688	24561.708984375	22.4629802703857	50.15869140625
"294"	2577076.1566	1137874.5444	0	0	0	13691.169921875	528.362915039062	27248.259765625	10.6022644042969	22.7410526275635
"295"	2576800.1002	1137647.9868	0	0	0	12917.2529296875	631.062194824219	25340.1484375	21.4011821746826	53.4449348449707
"296"	2577150.0394	1137548.9389	0	0	0	12349.845703125	719.761108398438	23838.26171875	20.6060009002686	-14.0417432785034
"297"	2576400.8937	1139495.4862	0	0	0	17333.640625	265.309661865234	29592.185546875	4.56962728500366	26.0650596618652
"298"	2576317.057	1139872.5234	0	0	0	16450.9765625	375.746490478516	27575.5078125	15.6904878616333	106.209671020508
"299"	2575600.1539	1138700.2598	0	0	0	19598.0703125	177.426391601562	29310.583984375	8.00578784942627	-103.944442749023
"300"	2577761.1124	1138755.9315	0	0	0	17355.65234375	643.606567382812	21412.435546875	29.6336612701416	-52.6181335449219
"301"	2578036.7093	1138218.7619	0	0	1	15326.0712890625	630.459655761719	23507.869140625	25.4471893310547	-9.64931201934814
"302"	2577901.2149	1139199.4517	0	0	0	20573.703125	586.12744140625	20506.126953125	30.6156101226807	-129.466445922852
"303"	2579360.6604	1138513.3413	0	0	0	15143.2783203125	582.077819824219	25352.171875	33.0717353820801	-146.813446044922
"304"	2580498.4919	1137599.5636	0	0	0	16179.54296875	653.085510253906	22810.47265625	26.0726661682129	-61.6582527160645
"305"	2580525.6476	1137224.3552	0	0	0	14632.4150390625	583.28662109375	25846.37109375	17.0745830535889	-53.0478553771973
"306"	2580949.8422	1137675.3981	0	0	1	15781.447265625	623.113464355469	23954.779296875	27.4988708496094	-42.614315032959
"307"	2581379.5444	1137749.9211	0	0	0	14087.6357421875	528.227233886719	27908.08203125	9.87677669525146	67.8091506958008
"308"	2581200.3408	1137900.0736	0	0	0	15042.5595703125	654.523132324219	23862.9765625	30.4940185546875	82.7563705444336
"309"	2579493.8024	1137398.4376	0	0	0	14515.8642578125	626.225280761719	24795.5234375	20.8894691467285	-44.9618492126465
"310"	2578921.1741	1137373.0852	0	0	1	13273.1240234375	717.674255371094	23580.40234375	25.2091903686523	21.4175720214844
"311"	2578402.1966	1137444.1252	0	0	0	12163.1875	673.973205566406	25934.306640625	32.8134880065918	64.4319610595703
"312"	2578403.0501	1139196.3259	0	1	1	21473.052734375	299.765228271484	26627.353515625	22.6975517272949	-158.742202758789
"313"	2577795.8824	1137395.6272	0	0	0	11533.705078125	782.001159667969	23689.9765625	24.1780338287354	80.3532104492188
"314"	2578999.8814	1136501.3254	0	0	0	11508.966796875	664.725952148438	27280.41796875	21.4505348205566	61.6397323608398
"315"	2578850.9041	1136647.6771	0	0	1	10644.8310546875	771.378784179688	25612.828125	27.3295879364014	120.169471740723
"316"	2578507.7763	1136447.8353	0	1	0	9861.3291015625	709.268127441406	28764.375	26.5015468597412	146.040176391602
"317"	2578797.6557	1136096.8609	0	0	1	10861.537109375	650.9375	28632.009765625	13.8014144897461	129.100158691406
"318"	2579101.2506	1136303.5513	0	0	0	11484.802734375	664.188171386719	27245.060546875	19.2016830444336	110.21662902832
"319"	2579984.9535	1136034.8365	0	1	1	12784.1748046875	557.2177734375	28315.55859375	27.9177761077881	24.9742412567139
"320"	2580097.3029	1136400.4129	0	0	0	11203.77734375	743.138916015625	25724.107421875	27.2221546173096	145.588760375977
"321"	2568600.3103	1137698.8864	0	0	1	14881.87109375	236.439056396484	28587.716796875	10.037145614624	75.8007888793945
"322"	2568331.1508	1137531.77	0	0	1	14493.408203125	279.266662597656	27830.505859375	14.4175910949707	45.5396957397461
"323"	2568401.1894	1137500.6304	0	0	1	14493.408203125	279.266662597656	27830.505859375	14.4175910949707	45.5396957397461
"324"	2568180.3503	1137003.7934	0	0	1	12768.2109375	503.335968017578	23797.814453125	36.885066986084	132.30403137207
"325"	2567443.8142	1136780.7307	0	0	1	11358.79296875	523.813354492188	25319.658203125	25.9696273803711	201.509384155273
"326"	2567377.0601	1136552.1617	0	0	0	11381.6103515625	362.531860351562	29537.8125	20.5454788208008	191.918548583984
"327"	2567199.9639	1136396.9594	0	0	0	12196.75390625	635.753723144531	21081.466796875	37.0319213867188	70.3837890625
"328"	2567024.3745	1136048.6692	0	0	0	11650.283203125	505.177093505859	24929.8515625	25.792781829834	106.107849121094
"329"	2567773.4584	1136720.7362	0	0	0	12432.9716796875	347.081939697266	28483.17578125	16.5510387420654	106.649772644043
"330"	2569751.7727	1137849.7851	1	0	0	17214.353515625	214.494262695312	27327.728515625	10.2032222747803	-15.8290119171143
"331"	2583295.247	1147897.6775	0	0	0	25245.240234375	136.193176269531	27092.388671875	15.338565826416	-111.039848327637
"332"	2582903.7948	1148008.6726	0	1	0	24140.76953125	235.077255249023	25648.9765625	17.265531539917	-31.3849315643311
"333"	2581123.8412	1146675.0581	0	0	0	21019.77734375	389.466644287109	24165.482421875	21.8073596954346	-39.5454940795898
"334"	2583602.4182	1147105.8399	0	0	0	20223.921875	184.553634643555	29390.072265625	24.9372138977051	92.18017578125
"335"	2583099.0547	1147048.9377	0	0	0	20650.169921875	365.567199707031	25073.779296875	20.0532417297363	-50.2191123962402
"336"	2582302.9624	1146696.1948	0	0	0	19380.482421875	365.421936035156	25967.8046875	17.0948524475098	-24.600471496582
"337"	2581500.1458	1146293.535	1	0	0	17849.837890625	576.146667480469	22138.888671875	29.2870693206787	-40.6356964111328
"338"	2581700.8444	1147601.1345	0	0	0	25750.05078125	181.794067382812	25782.33203125	15.4412612915039	-104.875709533691
"339"	2572299.0189	1120848.6371	0	0	0	16948.07421875	450.736236572266	22571.26953125	31.1792240142822	20.3563041687012
"340"	2571896.8174	1120196.6546	0	0	0	14723.478515625	510.275512695312	23044.537109375	26.2878398895264	-37.859260559082
"341"	2571750.409	1119855.7414	0	0	1	13497.7529296875	622.391967773438	21597.298828125	29.3598098754883	18.8048133850098
"342"	2580598.7264	1130603.4084	0	0	0	14626.7744140625	503.750946044922	27884.66796875	24.6602249145508	-106.290382385254
"343"	2581358.2593	1130489.949	0	0	0	10750.912109375	801.398620605469	25859.388671875	40.431453704834	-167.127517700195
"344"	2579999.3522	1128698.7445	0	0	0	8108.6650390625	1197.62414550781	18215.25390625	38.0489616394043	51.3487548828125
"345"	2579801.7829	1128598.803	0	0	0	7293.47509765625	1235.17626953125	18833.005859375	40.6434745788574	206.176742553711
"346"	2579500.0969	1128200.0153	0	0	0	6027.068359375	1159.46484375	25459.23828125	22.0984783172607	143.589706420898
"347"	2579400.5748	1128199.3354	0	0	0	6690.2431640625	1127.42260742188	24154.0625	24.7835674285889	143.429321289062
"348"	2579601.2736	1127992.7118	0	0	1	5961.36181640625	1169.88647460938	24942.22265625	43.8628120422363	134.751312255859
"349"	2579001.047	1127898.5211	0	0	0	6908.1650390625	1024.51831054688	26889.8671875	21.8881378173828	182.759735107422
"350"	2578900.3643	1127898.63	0	0	0	7154.1064453125	1127.97436523438	22143.060546875	32.1719818115234	230.78434753418
"351"	2578799.9836	1128300.2133	0	0	0	7911.1201171875	979.0947265625	25348.119140625	21.5062141418457	-76.2054748535156
"352"	2578798.6203	1128400.2294	0	0	1	8030.45263671875	950.592651367188	26030.427734375	19.69016456604	120.640747070312
"353"	2578800.7221	1128499.3144	0	0	0	8030.45263671875	950.592651367188	26030.427734375	19.69016456604	120.640747070312
"354"	2580100.2702	1130198.8045	0	1	1	20229.4453125	332.689422607422	26311.775390625	23.7863941192627	-147.599151611328
"355"	2572598.786	1117600.1951	0	0	0	11008.3896484375	627.774719238281	25834.40234375	21.9606304168701	-63.0749931335449
"356"	2572220.6507	1117491.1834	0	0	0	9840.6953125	720.440979003906	25374.337890625	20.557559967041	-110.487014770508
"357"	2582101.3044	1130489.6882	0	0	0	5525.24365234375	1174.95849609375	28085.794921875	30.3776302337646	169.472640991211
"358"	2582685.5452	1131029.324	0	0	0	6824.8046875	1245.65979003906	20430.1640625	38.0700454711914	3.68336486816406
"359"	2582797.5737	1131199.3219	0	0	0	6444.73046875	1180.962890625	23947.916015625	25.7825107574463	116.737854003906
"360"	2582898.7466	1131198.849	0	0	0	6444.73046875	1180.962890625	23947.916015625	25.7825107574463	116.737854003906
"361"	2582881.9604	1131370.8355	0	0	0	7277.6162109375	1172.72058105469	21618.603515625	35.855281829834	88.8226699829102
"362"	2582996.4054	1131788.2215	0	0	0	6599.921875	1253.03564453125	20380.716796875	45.4634323120117	178.67724609375
"363"	2582708.5617	1132001.5217	0	0	0	9554.873046875	918.498229980469	24565.431640625	40.0567779541016	63.8927726745605
"364"	2582973.977	1130998.2658	0	0	0	5951.25244140625	1196.4384765625	25168.3828125	19.3908176422119	83.3905334472656
"365"	2582774.8205	1130479.0744	0	0	0	5579.23583984375	1168.41284179688	28048.541015625	20.1913433074951	92.0546112060547
"366"	2581601.9932	1136002.504	0	0	0	12951.3125	576.948547363281	27503.181640625	20.1725406646729	90.3163375854492
"367"	2581175.2985	1136033.1499	0	0	0	12729.8115234375	495.761657714844	30034.021484375	17.0523166656494	65.7978897094727
"368"	2581097.8472	1136598.43849999	0	1	0	11887.0263671875	756.826599121094	24387.138671875	38.0532875061035	154.980087280273
"369"	2580398.8377	1136148.6501	0	0	0	10758.6689453125	758.196716308594	25916.755859375	26.2137145996094	205.783111572266
"370"	2580595.3533	1133306.8229	0	0	0	21116.103515625	149.763153076172	30064.994140625	16.7946491241455	-99.2029571533203
"371"	2564477.7047	1142335.6067	0	0	1	13867.765625	739.081420898438	27445.888671875	37.8831100463867	230.186492919922
"372"	2564400.8667	1142099.3393	0	0	1	13867.765625	739.081420898438	27445.888671875	37.8831100463867	230.186492919922
"373"	2565990.2392	1142203.1215	0	0	0	17675.294921875	315.649963378906	29801.34375	27.6972389221191	-12.1025056838989
"374"	2578797.4674	1132071.344	0	0	0	24386.078125	160.187835693359	27289.177734375	5.95065546035767	-126.151924133301
"375"	2569300.4096	1141800.8567	0	0	1	23720.171875	207.893341064453	23226.537109375	34.9511871337891	-143.647750854492
"376"	2568802.3254	1142301.0869	0	1	0	24161.40234375	2.38877487182617	27924.552734375	23.3587341308594	-145.453048706055
"377"	2568124.5716	1143348.0697	0	0	0	25190.708984375	149.612091064453	24832.0703125	18.7851257324219	-167.35661315918
"378"	2567681.0093	1143735.7547	0	0	0	23567.126953125	449.501922607422	19974.734375	32.2930946350098	-92.4395446777344
"379"	2567801.3824	1142493.3521	0	0	0	21422.357421875	186.80290222168	26929.857421875	19.0285186767578	51.6592330932617
"380"	2568100.0327	1142094.3987	0	0	0	22754.662109375	266.115173339844	23876.845703125	25.9655704498291	-121.743659973145
"381"	2570071.4297	1142092.2629	0	0	0	21039.060546875	-6.68244028091431	29191.341796875	27.6913509368896	-45.5925445556641
"382"	2555899.1098	1148997.8677	0	0	0	30065.865234375	-119.391677856445	29766.28125	5.57222890853882	38.815055847168
"383"	2556686.0196	1150641.38180001	0	0	0	26949.958984375	77.284309387207	29352.080078125	8.59301471710205	94.7840728759766
"384"	2558221.5267	1151778.2608	0	0	0	28695.001953125	-44.4848861694336	29390.271484375	9.12462902069092	11.6285629272461
"385"	2556700.1216	1149124.5994	0	1	0	31082.171875	-172.259857177734	29566.810546875	22.403169631958	-15.3785543441772
"386"	2555805.3118	1146494.7227	0	0	0	34639.85546875	-308.61865234375	29569.931640625	6.03402328491211	12.7056865692139
"387"	2556699.1174	1145396.5285	0	0	0	35224.02734375	-307.412017822266	29474.943359375	7.26122379302979	7.22092056274414
"388"	2556074.2968	1145995.4482	0	0	0	35314.70703125	-339.920379638672	29772.6328125	7.45843744277954	-2.58696103096008
"389"	2556094.8727	1147395.0581	0	1	0	33611.60546875	-253.059036254883	29234.05859375	11.4170808792114	-3.86162233352661
"390"	2556499.7096	1147400.9169	0	0	0	32661.181640625	-181.531661987305	29041.796875	8.68479156494141	21.0992126464844
"391"	2556973.1594	1147972.837	0	0	0	32768.5859375	-163.980239868164	28339.388671875	5.49909830093384	-16.2482490539551
"392"	2557398.3109	1148598.5648	0	0	0	32221.5546875	-175.720809936523	28877.60546875	9.14128971099854	-51.2196578979492
"393"	2557699.1148	1149447.0383	0	0	0	31699.728515625	-84.2306747436523	27377.794921875	16.1827049255371	-64.6059722900391
"394"	2557747.0447	1149726.9504	0	0	0	30635.333984375	-82.7560119628906	28432.97265625	16.0515213012695	-42.1860694885254
"395"	2558977.7444	1150775.0789	0	0	0	28739.189453125	5.21822929382324	28374.541015625	7.02110862731934	-21.8824481964111
"396"	2559274.0247	1151123.512	0	0	0	28908.90234375	174.213897705078	24522.552734375	19.5230522155762	-48.5277900695801
"397"	2558697.3156	1151448.2018	0	0	0	29944.294921875	-75.0691909790039	28322.9140625	20.8384532928467	-25.0647945404053
"398"	2558229.8954	1148295.7298	0	0	0	29763.314453125	-35.8438987731934	28849.48828125	6.2441086769104	-24.2556190490723
"399"	2559405.5924	1146676.1998	0	0	0	26497.533203125	72.7229385375977	30478.017578125	18.2646217346191	68.4124526977539
"400"	2559037.4232	1146685.2114	0	0	0	26891.267578125	110.539199829102	29459.072265625	18.5508613586426	73.9671401977539
"401"	2559758.8659	1145947.2904	0	1	0	29450.591796875	-83.9373779296875	30112.5703125	24.9669971466064	-60.2429733276367
"402"	2559297.8283	1146097.15059999	0	0	0	28712.373046875	-46.2662620544434	30308.75	16.5331745147705	8.58652973175049
"403"	2560410.9782	1145331.7953	0	0	0	26581.361328125	352.079284667969	24539.763671875	25.2872676849365	61.9603042602539
"404"	2561475.0031	1144724.8773	0	1	0	24770.09375	154.403671264648	30003.552734375	27.4348926544189	121.868301391602
"405"	2562009.0181	1145235.7971	0	1	0	24723.048828125	195.981689453125	28790.611328125	29.2196083068848	-48.696849822998
"406"	2561648.8825	1144250.1948	0	0	0	28088.03515625	-20.8755970001221	29944.224609375	22.9058399200439	-20.9391746520996
"407"	2560736.6895	1143526.9215	0	0	0	31000.150390625	-117.207138061523	29596.599609375	18.3526287078857	-31.1814918518066
"408"	2561242.9326	1143270.2021	0	1	0	29686.12109375	289.651702880859	22561.017578125	28.0971736907959	-26.7875995635986
"409"	2560900.2923	1142298.1673	0	0	0	30617.849609375	-80.7387542724609	29407.724609375	30.0119190216064	62.3788261413574
"410"	2561028.657	1142571.8243	0	1	0	27941.26171875	123.871719360352	27847.826171875	28.3113670349121	135.834518432617
"411"	2560975.5448	1142846.8162	0	0	0	31487.583984375	237.00439453125	22379.5625	32.4415245056152	-33.3300971984863
"412"	2561075.353	1142223.4738	0	0	0	29039.806640625	4.56243276596069	29119.921875	28.8693599700928	100.141067504883
"413"	2561304.774	1142599.7123	0	0	0	26971.39453125	378.816711425781	23480.44140625	29.7112808227539	102.801170349121
